burned;dim;empty;endOfBurning;finalTime;fireDuration;forest;simulations
1;50;0.89;1;200;1;250;"1_execution_empty_0.89_"
1;50;0.89;1;200;1;250;"2_execution_empty_0.89_"
4;50;0.89;3;200;3;246;"3_execution_empty_0.89_"
1;50;0.89;1;200;1;249;"4_execution_empty_0.89_"
1;50;0.89;1;200;1;249;"5_execution_empty_0.89_"
4;50;0.89;4;200;4;247;"6_execution_empty_0.89_"
3;50;0.89;3;200;3;248;"7_execution_empty_0.89_"
1;50;0.89;1;200;1;249;"8_execution_empty_0.89_"
3;50;0.89;3;200;3;247;"9_execution_empty_0.89_"
1;50;0.89;1;200;1;249;"10_execution_empty_0.89_"
1;50;0.91;1;200;1;206;"1_execution_empty_0.91_"
1;50;0.91;1;200;1;206;"2_execution_empty_0.91_"
3;50;0.91;3;200;3;204;"3_execution_empty_0.91_"
1;50;0.91;1;200;1;206;"4_execution_empty_0.91_"
1;50;0.91;1;200;1;206;"5_execution_empty_0.91_"
1;50;0.91;1;200;1;205;"6_execution_empty_0.91_"
2;50;0.91;2;200;2;205;"7_execution_empty_0.91_"
1;50;0.91;1;200;1;206;"8_execution_empty_0.91_"
1;50;0.91;1;200;1;206;"9_execution_empty_0.91_"
3;50;0.91;3;200;3;204;"10_execution_empty_0.91_"
1;50;0.93;1;200;1;158;"1_execution_empty_0.93_"
1;50;0.93;1;200;1;159;"2_execution_empty_0.93_"
1;50;0.93;1;200;1;159;"3_execution_empty_0.93_"
1;50;0.93;1;200;1;159;"4_execution_empty_0.93_"
1;50;0.93;1;200;1;159;"5_execution_empty_0.93_"
2;50;0.93;2;200;2;158;"6_execution_empty_0.93_"
1;50;0.93;1;200;1;158;"7_execution_empty_0.93_"
1;50;0.93;1;200;1;158;"8_execution_empty_0.93_"
1;50;0.93;1;200;1;158;"9_execution_empty_0.93_"
2;50;0.93;2;200;2;157;"10_execution_empty_0.93_"
1;50;0.95;1;200;1;114;"1_execution_empty_0.95_"
1;50;0.95;1;200;1;114;"2_execution_empty_0.95_"
1;50;0.95;1;200;1;114;"3_execution_empty_0.95_"
1;50;0.95;1;200;1;113;"4_execution_empty_0.95_"
1;50;0.95;1;200;1;113;"5_execution_empty_0.95_"
1;50;0.95;1;200;1;113;"6_execution_empty_0.95_"
1;50;0.95;1;200;1;113;"7_execution_empty_0.95_"
1;50;0.95;1;200;1;113;"8_execution_empty_0.95_"
1;50;0.95;1;200;1;113;"9_execution_empty_0.95_"
1;50;0.95;1;200;1;113;"10_execution_empty_0.95_"
1;50;0.97;1;200;1;67;"1_execution_empty_0.97_"
1;50;0.97;1;200;1;67;"2_execution_empty_0.97_"
1;50;0.97;1;200;1;67;"3_execution_empty_0.97_"
1;50;0.97;1;200;1;67;"4_execution_empty_0.97_"
1;50;0.97;1;200;1;67;"5_execution_empty_0.97_"
1;50;0.97;1;200;1;67;"6_execution_empty_0.97_"
1;50;0.97;1;200;1;67;"7_execution_empty_0.97_"
1;50;0.97;1;200;1;67;"8_execution_empty_0.97_"
1;50;0.97;1;200;1;66;"9_execution_empty_0.97_"
1;50;0.97;1;200;1;66;"10_execution_empty_0.97_"
1;50;0.99;1;200;1;24;"1_execution_empty_0.99_"
1;50;0.99;1;200;1;24;"2_execution_empty_0.99_"
1;50;0.99;1;200;1;24;"3_execution_empty_0.99_"
1;50;0.99;1;200;1;24;"4_execution_empty_0.99_"
1;50;0.99;1;200;1;24;"5_execution_empty_0.99_"
1;50;0.99;1;200;1;24;"6_execution_empty_0.99_"
1;50;0.99;1;200;1;24;"7_execution_empty_0.99_"
1;50;0.99;1;200;1;24;"8_execution_empty_0.99_"
1;50;0.99;1;200;1;24;"9_execution_empty_0.99_"
1;50;0.99;1;200;1;24;"10_execution_empty_0.99_"
